ORDER_ID	CLASS	B_EMAIL	B_TELEFON	B_BIRTHDATE	FLAG_LRIDENTISCH	FLAG_NEWSLETTER	Z_METHODE	Z_CARD_ART	Z_CARD_VALID	Z_LAST_NAME	VALUE_ORDER	WEEKDAY_ORDER	TIME_ORDER	AMOUNT_ORDER	ANUMMER_01	ANUMMER_02	ANUMMER_03	ANUMMER_04	ANUMMER_05	ANUMMER_06	ANUMMER_07	ANUMMER_08	ANUMMER_09	ANUMMER_10	CHK_LADR	CHK_RADR	CHK_KTO	CHK_CARD	CHK_COOKIE	CHK_IP	FAIL_LPLZ	FAIL_LORT	FAIL_LPLZORTMATCH	FAIL_RPLZ	FAIL_RORT	FAIL_RPLZORTMATCH	SESSION_TIME	NEUKUNDE	AMOUNT_ORDER_PRE	VALUE_ORDER_PRE	DATE_LORDER	MAHN_AKT	MAHN_HOECHST
40293	yes	no	no	11/21/1952	no	no	debit_note	?	3.2006	yes	10.8	Sunday	19:33	1	408470	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
40294	no	no	no	7/7/1980	yes	no	debit_note	?	10.2007	yes	154.3	Wednesday	6:11	5	200124	406821	403533	200959	101511	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40295	no	yes	no	1/2/1965	yes	no	check	?	12.2006	?	51	Saturday	6:46	1	503950	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
40297	no	yes	yes	8/11/1979	no	no	debit_note	?	10.2007	yes	19.99	Sunday	16:52	1	407046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	yes	9	yes	0	0	?	?	?
40299	no	yes	no	6/27/1976	yes	no	debit_note	?	1.2005	yes	42.8	Wednesday	21:16	1	400061	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
40300	no	yes	no	1/4/1972	yes	no	credit_card	Visa	8.2005	yes	107.09	Monday	11:41	4	506284	307046	203367	206821	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	42.77	2/10/2001	0	0
40302	no	yes	yes	9/21/1976	yes	no	check	?	2.2006	?	10.8	Monday	10:38	1	508889	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	137.77	3/9/2001	0	0
40306	no	yes	no	11/26/1981	yes	no	check	?	1.2005	?	18	Wednesday	5:07	1	107570	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
40308	no	yes	no	12/9/1975	yes	no	check	?	11.2005	?	12.6	Tuesday	5:43	1	207317	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	1	41.13	12/22/2004	0	0
40309	no	yes	no	12/11/1972	yes	no	check	?	3.2005	?	47.3	Saturday	15:01	2	603639	202294	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	6	no	2	34.06	6/20/2002	0	0
40310	no	no	no	8/27/1955	yes	no	check	?	4.2005	?	57.8	Thursday	17:44	1	400914	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
40311	no	no	no	5/16/1984	yes	no	check	?	11.2005	?	26	Thursday	22:08	1	409183	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	50.54	8/2/2003	0	0
40312	yes	yes	no	?	yes	no	check	?	6.2006	?	57.3	Sunday	21:26	2	202469	406504	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	yes	0	0	?	?	?
40313	no	yes	no	6/22/1977	yes	no	check	?	7.2007	?	10.8	Tuesday	20:29	1	406310	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
40314	no	yes	no	1/29/1980	yes	no	check	?	3.2007	?	29.5	Friday	13:04	1	500925	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	15.95	4/23/2001	0	0
40316	no	yes	no	6/18/1970	yes	no	check	?	12.2007	?	19.99	Friday	16:56	1	203639	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40318	no	yes	no	9/15/1953	yes	no	check	?	12.2005	?	69.8	Thursday	16:23	2	402278	407491	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
40321	no	yes	no	3/22/1961	yes	no	check	?	11.2005	?	17.8	Saturday	6:27	1	408997	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
40324	no	yes	no	10/11/1979	yes	no	check	?	2.2007	?	22.95	Monday	11:26	1	200214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	33.3	5/24/2002	0	0
40325	no	yes	no	12/30/1974	yes	no	debit_note	?	5.2005	yes	120.9	Saturday	10:51	3	102677	504935	502454	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
40326	no	yes	no	8/2/1979	yes	no	check	?	2.2006	?	9.8	Sunday	11:27	1	303950	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	5.33	2/22/2003	0	0
40327	no	no	yes	12/6/1952	yes	no	check	?	3.2007	?	39.98	Tuesday	23:45	2	407703	405284	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
40329	no	no	no	4/10/1961	yes	no	check	?	6.2007	?	70.4	Friday	12:59	2	402123	204522	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
40331	no	yes	no	3/25/1972	yes	no	credit_card	Visa	12.2006	yes	29.5	Sunday	23:43	1	603639	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40333	no	yes	no	1/23/1972	yes	yes	check	?	6.2007	?	29.99	Monday	22:12	1	402133	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
40334	no	yes	yes	1/12/1972	no	no	credit_card	Eurocard	2.2005	yes	29.99	Thursday	10:56	1	402133	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	5.88	8/27/2004	0	0
40335	no	yes	no	12/20/1980	yes	no	check	?	5.2007	?	14.5	Monday	14:52	1	402062	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	197.67	3/17/2002	0	0
40336	no	no	no	12/16/1975	yes	no	check	?	11.2007	?	62	Wednesday	12:24	1	603776	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	112.73	4/16/2002	0	2
40339	no	yes	no	4/23/1972	yes	no	credit_card	Eurocard	11.2006	yes	54.5	Tuesday	9:21	1	201371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
40340	no	yes	no	8/25/1973	yes	yes	debit_note	?	11.2007	yes	116.5	Saturday	22:28	2	106284	203367	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40341	no	yes	no	9/12/1978	no	no	credit_card	Visa	5.2007	yes	29.5	Saturday	16:57	1	403136	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	yes	no	4	yes	0	0	?	?	?
40343	no	yes	no	?	yes	no	check	?	6.2007	?	17.8	Saturday	8:58	1	109006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	49.54	9/19/2002	0	2
40344	no	no	no	6/24/1972	no	no	credit_card	Eurocard	10.2007	yes	18.5	Sunday	8:09	1	603397	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	6	no	1	43.5	6/14/2003	0	0
40345	yes	no	no	5/6/1982	yes	no	check	?	11.2006	?	29.99	Wednesday	5:45	1	405284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
40346	no	no	no	11/30/1968	yes	no	check	?	11.2007	?	31.9	Wednesday	22:03	1	203776	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
40347	no	yes	yes	9/17/1977	yes	no	credit_card	Visa	4.2006	yes	10.8	Saturday	10:09	1	406954	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	33.94	9/2/2003	0	0
40349	no	yes	no	6/25/1980	yes	no	check	?	6.2006	?	29.99	Friday	14:25	1	401373	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	18.85	12/31/2003	0	0
40350	no	yes	no	9/27/1973	yes	no	credit_card	Eurocard	2.2005	yes	17.8	Monday	12:33	1	101796	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	18	yes	0	0	?	?	?
40351	no	yes	no	4/20/1979	yes	no	check	?	4.2007	?	18	Thursday	2:00	1	107570	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
40352	no	yes	no	4/3/1964	yes	no	check	?	9.2005	?	17.5	Friday	14:26	1	506398	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
40353	no	yes	no	11/23/1976	yes	no	credit_card	Visa	10.2006	yes	42.8	Monday	20:06	1	305580	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	7.9	1/1/2005	0	0
40356	no	no	no	5/7/1977	no	no	debit_note	?	2.2005	yes	64.5	Sunday	2:09	1	605685	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	yes	13	no	1	10.03	6/16/2004	0	1
40357	no	yes	no	7/10/1973	yes	no	credit_card	Eurocard	9.2006	no	105.5	Friday	11:33	2	501371	403546	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	71.96	2/1/2002	0	0
40358	no	yes	no	12/11/1951	no	no	credit_card	Eurocard	4.2005	yes	17.5	Thursday	11:54	1	104935	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	3	78.09	6/19/2003	0	1
40360	no	yes	no	6/4/1967	yes	no	check	?	9.2005	?	72.5	Wednesday	10:33	2	106310	201856	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
40361	no	yes	no	?	yes	no	credit_card	Visa	3.2005	yes	139	Monday	3:07	3	107171	208889	102133	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	no	4	872.04	12/24/2004	0	0
40363	no	yes	no	6/9/1962	no	no	debit_note	?	6.2007	yes	82.6	Wednesday	20:48	3	200035	205874	103639	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
40365	no	yes	no	10/20/1961	no	no	debit_card	debit_card	5.2006	yes	10.8	Monday	22:56	1	206685	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	0	0	?	?	?
40367	no	yes	no	2/24/1971	yes	no	check	?	1.2007	?	14.5	Wednesday	4:37	1	404792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	2	125.22	2/3/2001	0	0
40368	no	no	yes	1/21/1973	no	no	debit_card	debit_card	9.2006	no	115.7	Wednesday	22:43	5	506858	205378	502090	205874	103136	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	2	220.2	12/18/2003	0	0
40370	no	yes	no	?	yes	no	check	?	3.2007	?	61.9	Thursday	21:12	3	202469	402294	107300	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	8.27	5/7/2003	0	0
40372	no	yes	no	11/29/1951	yes	no	check	?	4.2007	?	19.99	Saturday	7:54	1	309670	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
40373	no	yes	yes	11/21/1969	no	no	debit_card	debit_card	12.2006	no	32.8	Friday	7:33	1	409470	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	0	0	?	?	?
40374	no	yes	yes	3/14/1964	no	no	credit_card	Eurocard	9.2007	yes	95.3	Tuesday	15:43	3	201373	503950	504935	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
40375	no	yes	no	4/28/1986	yes	yes	check	?	3.2007	?	54.5	Tuesday	0:23	1	406036	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	2	113.72	1/24/2003	0	0
40376	no	no	no	7/25/1979	no	no	credit_card	Eurocard	2.2007	yes	12.8	Thursday	17:32	1	202845	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	yes	no	6	no	2	67.48	5/21/2001	0	0
40377	no	no	yes	10/18/1951	no	no	credit_card	Visa	5.2005	yes	62	Wednesday	5:37	1	609006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	21.09	9/22/2001	1	2
40380	no	no	no	8/2/1978	yes	no	check	?	3.2006	?	18.2	Saturday	23:14	1	406520	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	35.06	12/21/2003	0	0
40383	no	yes	no	6/27/1962	yes	no	check	?	3.2007	?	37	Tuesday	4:48	1	105555	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	1	no	1	35.81	12/26/2004	0	1
40386	no	yes	no	9/28/1941	yes	no	debit_note	?	7.2005	yes	54.5	Monday	11:03	1	203367	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
40387	no	yes	no	7/28/1983	yes	no	check	?	5.2005	?	9.99	Saturday	18:38	1	506284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	yes	0	0	?	?	?
40388	no	no	no	7/15/1984	no	no	credit_card	Visa	3.2005	yes	62.1	Monday	12:59	3	409662	409782	409826	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
40389	no	no	no	10/13/1965	yes	no	credit_card	Eurocard	4.2007	yes	54.5	Saturday	15:11	1	401893	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	139.85	2/9/2002	0	2
40390	no	yes	yes	8/31/1978	yes	no	check	?	6.2005	?	16	Friday	9:29	1	402496	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40392	no	yes	no	6/24/1985	no	no	debit_note	?	1.2006	yes	9.99	Saturday	14:44	1	102697	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	2	35.7	1/15/2001	0	0
40393	no	yes	no	8/26/1977	yes	no	check	?	1.2005	?	5.2	Saturday	19:50	1	202062	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
40394	no	yes	no	3/27/1981	no	no	debit_note	?	7.2005	yes	203.45	Friday	17:50	5	100578	406774	207703	404258	109121	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	11	no	1	76.17	5/18/2001	0	0
40395	no	yes	no	1/10/1964	no	no	debit_card	debit_card	1.2007	yes	46.5	Thursday	20:18	1	404944	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	0	0	?	?	?
40396	no	yes	no	2/5/1971	yes	no	credit_card	Eurocard	11.2005	yes	31.9	Sunday	10:03	1	100953	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	no	1	6.62	1/11/2005	1	1
40398	no	yes	no	3/16/1961	yes	no	check	?	6.2005	?	45.5	Wednesday	3:25	2	400767	104792	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	12.03	4/6/2001	0	0
40399	no	yes	no	2/26/1985	no	no	credit_card	Visa	2.2007	yes	5.2	Saturday	11:53	1	600767	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	13.05	8/12/2001	0	3
40400	no	yes	yes	2/16/1959	yes	no	check	?	10.2007	?	43.5	Saturday	5:43	1	400072	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	106.08	7/21/2004	0	0
40401	no	no	no	7/7/1977	no	no	credit_card	Visa	1.2005	yes	56	Friday	4:54	1	408096	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40405	no	yes	no	8/20/1986	yes	no	check	?	1.2006	?	17.8	Saturday	11:48	1	402243	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40406	no	yes	no	5/11/1966	yes	yes	check	?	8.2005	?	16.3	Friday	2:44	2	201373	505555	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	21.77	5/28/2003	0	0
40407	no	yes	no	8/9/1983	no	no	credit_card	Visa	3.2005	yes	101.8	Monday	1:02	2	405958	402123	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	50.19	6/28/2002	0	0
40408	no	no	no	1/4/1969	yes	no	credit_card	Visa	11.2005	yes	29.5	Sunday	13:47	1	104792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	yes	no	no	no	no	no	8	yes	0	0	?	?	?
40409	no	yes	no	10/14/1983	no	no	credit_card	Visa	6.2007	yes	5.2	Monday	11:18	1	406160	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
40410	no	yes	no	6/1/1978	yes	no	check	?	5.2005	?	26	Sunday	2:39	1	607317	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	2	12.92	1/22/2004	0	2
40411	no	yes	yes	?	yes	no	check	?	7.2005	?	62	Sunday	7:09	1	102133	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
40413	no	yes	no	9/12/1983	yes	no	check	?	2.2005	?	31.9	Tuesday	14:17	1	301371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	39.4	4/14/2001	0	0
40415	no	no	yes	9/16/1973	yes	no	check	?	6.2006	?	29.5	Sunday	10:28	1	603639	?	?	?	?	?	?	?	?	?	no	no	no	no	no	yes	no	no	no	no	no	no	10	no	1	151.77	1/5/2001	0	0
40416	no	yes	no	7/29/1985	yes	no	check	?	10.2006	?	9.99	Sunday	0:20	1	101371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
40417	yes	yes	no	11/1/1986	yes	no	check	?	3.2006	?	8.5	Monday	13:55	1	403950	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
40419	no	yes	no	9/7/1953	no	no	credit_card	Visa	1.2006	yes	57.8	Monday	15:14	1	408397	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	105.02	7/8/2004	0	0
40420	no	yes	no	1/25/1983	yes	no	credit_card	Eurocard	2.2005	no	42.8	Friday	15:02	1	307317	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	80.62	8/24/2001	0	0
40421	no	no	no	12/20/1960	yes	no	check	?	12.2006	?	5.2	Wednesday	4:09	1	502611	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	201.73	11/16/2003	0	0
40422	no	no	no	9/24/1977	yes	no	check	?	7.2007	?	17.8	Sunday	22:45	1	401511	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
40424	no	yes	no	9/2/1973	no	yes	debit_note	?	1.2005	yes	14.5	Friday	12:34	1	404792	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	8	no	1	55.63	2/13/2003	2	2
40428	no	no	yes	12/26/1968	yes	no	check	?	9.2007	?	9.8	Tuesday	21:50	1	600578	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	41.74	4/8/2003	0	0
40430	no	yes	no	9/12/1971	yes	no	check	?	3.2006	?	39.5	Wednesday	3:18	1	300578	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	18.24	5/25/2001	0	0
40431	no	no	no	12/12/1960	yes	no	debit_card	debit_card	11.2007	yes	121.9	Friday	11:44	4	100959	202681	409015	603136	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	0	0	?	?	?
40435	no	yes	yes	6/27/1976	yes	no	check	?	8.2007	?	43.5	Saturday	16:03	1	400072	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	43.38	8/1/2004	1	1
40438	no	yes	yes	?	yes	no	check	?	11.2005	?	46.5	Saturday	12:37	1	400822	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	1	6.2	2/7/2004	0	0
40443	no	no	yes	1/16/1966	yes	no	credit_card	Eurocard	10.2005	yes	31.9	Thursday	9:55	1	409731	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
40444	no	yes	no	2/3/1979	yes	no	check	?	5.2006	?	16	Friday	2:26	1	609725	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
39926	no	no	no	9/9/1970	yes	no	credit_card	Visa	12.2006	yes	109.6	Saturday	13:47	3	406406	402681	205874	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	2	24.88	8/27/2004	0	0
39927	no	yes	no	7/22/1981	no	no	credit_card	Amex	5.2007	yes	83.8	Friday	4:22	2	108801	106398	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
39928	no	yes	no	1/18/1956	yes	no	check	?	12.2006	?	86.8	Sunday	20:57	3	207703	408997	401216	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	7.62	12/12/2002	0	0
39929	no	yes	no	3/6/1960	no	no	credit_card	Eurocard	1.2006	yes	18	Saturday	9:00	1	107570	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	6.51	4/9/2002	0	0
39930	yes	no	no	2/20/1975	no	no	credit_card	Eurocard	4.2006	yes	42.8	Thursday	1:46	1	403772	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	11	no	2	115.96	1/26/2003	0	0
39931	no	yes	no	10/4/1963	yes	no	check	?	5.2006	?	56	Thursday	15:00	1	100578	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
39932	no	yes	no	8/22/1973	no	no	debit_note	?	9.2006	yes	68.4	Monday	4:48	1	407699	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	7	no	1	91.51	6/24/2002	0	1
39933	no	yes	yes	7/22/1986	yes	no	debit_note	?	12.2007	yes	116.39	Tuesday	22:10	3	206284	301371	500953	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	7	no	1	37.98	8/25/2002	0	0
39934	no	yes	no	?	no	no	credit_card	Eurocard	9.2006	yes	56	Saturday	8:25	1	102454	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
39935	no	yes	yes	9/3/1956	yes	no	check	?	4.2005	?	46.5	Monday	13:31	1	404258	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
39936	no	yes	no	9/22/1954	yes	no	check	?	2.2007	?	5.2	Tuesday	2:25	1	200147	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
39937	no	no	no	3/8/1962	yes	no	check	?	3.2007	?	37	Sunday	8:29	1	206504	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
39941	no	yes	no	10/25/1979	yes	yes	debit_note	?	8.2006	yes	31.9	Thursday	8:16	1	404549	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
39942	no	yes	no	11/29/1978	no	no	debit_note	?	6.2006	yes	51	Tuesday	23:37	1	100767	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
39943	no	yes	no	12/23/1971	no	no	credit_card	Eurocard	12.2005	yes	66.4	Saturday	18:34	2	100061	401564	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
39944	no	no	no	8/17/1971	yes	no	check	?	4.2005	?	16	Friday	18:01	1	400214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	2	98.52	3/15/2002	0	0
39945	no	no	yes	6/26/1977	yes	no	check	?	10.2007	?	60.5	Monday	20:02	2	207300	404735	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
39949	no	yes	no	9/28/1977	yes	no	check	?	8.2006	?	61	Monday	19:45	2	400072	607046	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	yes	9	no	1	32.54	3/25/2002	0	0
39950	no	no	no	11/11/1973	no	no	credit_card	Visa	5.2006	yes	133.79	Sunday	15:32	4	402572	300476	200959	207171	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	yes	no	no	11	no	1	34.99	7/15/2003	0	0
39952	no	no	no	?	yes	no	check	?	2.2007	?	9.8	Saturday	22:51	1	405378	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	73.59	11/13/2001	0	0
39953	no	yes	no	1/8/1981	no	no	debit_card	debit_card	6.2006	yes	44	Wednesday	0:48	2	204723	107171	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	5	no	2	82.08	2/21/2002	0	0
39954	no	no	no	9/12/1966	yes	no	check	?	3.2005	?	89	Saturday	3:33	2	105431	106310	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	16.17	5/5/2001	0	0
39955	no	yes	no	3/24/1971	yes	no	debit_note	?	11.2005	yes	64.5	Thursday	9:47	1	403546	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
